1,1.9788742065429688e-05,2.812
16641,0.029793977737426758,29.194
67081,0.11132097244262695,54.416
145161,0.2573583126068115,81.894
264196,0.48519015312194824,109.58
396900,0.7866129875183105,137.666
573049,1.1793479919433594,166.292
793881,1.6546721458435059,193.914
1028196,2.220400094985962,221.712
1313316,3.194070816040039,249.718
1,2.09808349609375e-05,2.812
17956,0.030245065689086914,29.194
65536,0.11325597763061523,54.416
145161,0.2591519355773926,81.894
255025,0.4860858917236328,109.58
408321,0.7949721813201904,137.666
599076,1.174461841583252,166.292
797449,1.6581611633300781,193.914
1044484,2.2357943058013916,221.712
1315609,2.8688299655914307,249.718
4,2.193450927734375e-05,2.916
17689,0.03009033203125,29.194
65536,0.11244702339172363,54.416
148996,0.2594461441040039,81.894
258064,0.48412108421325684,109.58
418609,0.7768008708953857,137.666
582169,1.1724741458892822,166.292
826281,1.6602540016174316,193.914
1038361,2.221381902694702,221.712
1295044,2.899501085281372,249.718
1,2.09808349609375e-05,2.812
196,0.0005879402160644531,6.842
784,0.0015590190887451172,3.254
1849,0.003259897232055664,5.721
3025,0.005394935607910156,8.344
4761,0.008301258087158203,10.687
5329,0.011409997940063477,14.006
8464,0.015360832214355469,17.101
11025,0.019511699676513672,20.284
13689,0.0244748592376709,23.427
4,2.2172927856445312e-05,2.916
225,0.00061798095703125,6.813
676,0.0016071796417236328,3.702
1600,0.0032341480255126953,5.721
2916,0.005449056625366211,8.344
4096,0.008213996887207031,10.687
6400,0.011383056640625,14.006
8464,0.015168905258178711,17.101
11025,0.019531965255737305,20.284
14400,0.02440500259399414,23.427
4,2.002716064453125e-05,2.916
225,0.0005781650543212891,7.163
841,0.0016410350799560547,3.59
1681,0.0032410621643066406,5.721
3136,0.005469799041748047,8.344
4761,0.008250951766967773,10.687
6400,0.011414051055908203,14.006
8100,0.015278100967407227,17.101
10404,0.01952505111694336,20.284
14400,0.024437904357910156,23.427
1,1.9788742065429688e-05,2.812
16900,0.030037879943847656,29.194
66049,0.11249184608459473,54.416
148996,0.25905299186706543,81.894
270400,0.4859161376953125,109.58
410881,0.796367883682251,137.666
592900,1.1989848613739014,166.292
797449,1.673356056213379,193.914
1048576,2.240494966506958,221.712
1324801,2.965890884399414,249.718
1,2.09808349609375e-05,2.812
16641,0.03000020980834961,29.194
64516,0.11219191551208496,54.416
146689,0.259645938873291,81.894
264196,0.4858429431915283,109.58
412164,0.7841160297393799,137.666
599076,1.185791015625,166.292
788544,1.6559481620788574,193.914
1046529,2.2271087169647217,221.712
1288225,2.929738998413086,249.718
4356,0.009972095489501953,21.862
