1,1.1920928955078125e-05,0.6
16641,0.016171932220458984,377.656
67081,0.06365704536437988,1525.632
145161,0.16248393058776855,3313.684
260100,0.33939194679260254,5848.656
396900,0.5775299072265625,9194.992
573049,0.875777006149292,13453.44
793881,1.2364568710327148,18169.676
1028196,1.6722490787506104,23665.3
1313316,2.152475118637085,29980.932
1,1.1920928955078125e-05,0.6
17956,0.016324996948242188,377.76
65536,0.0639181137084961,1526.768
145161,0.162794828414917,3313.6
255025,0.3414483070373535,5847.376
408321,0.5873217582702637,9197.352
599076,0.8902158737182617,13451.744
797449,1.2393159866333008,18170.076
1044484,1.6593501567840576,23666.116
1315609,2.137248992919922,29981.944
4,1.3113021850585938e-05,0.6
17689,0.016237974166870117,377.308
65536,0.06327605247497559,1525.452
148996,0.16220402717590332,3314.012
258064,0.3418581485748291,5848.144
418609,0.5774812698364258,9196.824
582169,0.8745648860931396,13452.932
826281,1.234938144683838,18169.972
1038361,1.6740078926086426,23665.796
1295044,2.1638851165771484,29980.144
1,1.2874603271484375e-05,0.6
196,0.00019407272338867188,5.468
784,0.0007221698760986328,15.828
1849,0.0016090869903564453,36.916
3025,0.002763986587524414,63.584
4761,0.004243135452270508,98.78
5329,0.005986928939819336,140.912
8464,0.008052825927734375,184.672
11025,0.01034998893737793,244.982
13689,0.013067960739135742,315.048
4,1.3113021850585938e-05,0.6
225,0.00021195411682128906,5.7
676,0.0007431507110595703,15.884
1600,0.0016069412231445312,35.112
2916,0.0027399063110351562,64.476
4096,0.004224061965942383,98.564
6400,0.00597691535949707,142.2
8464,0.007970094680786133,184.336
11025,0.010390996932983398,244.31
14400,0.013067007064819336,313.604
4,1.2874603271484375e-05,0.6
225,0.00019669532775878906,5.3
841,0.0007390975952148438,16.42
1681,0.0015981197357177734,36.74
3136,0.0027570724487304688,63.868
4761,0.004235029220581055,99.844
6400,0.005956172943115234,142.228
8100,0.008033990859985352,185.616
10404,0.010333776473999023,243.794
14400,0.01307225227355957,314.528
1,1.1920928955078125e-05,0.6
16900,0.01624608039855957,377.856
66049,0.06374287605285645,1527.472
148996,0.16271209716796875,3314.096
270400,0.34943580627441406,5849.088
410881,0.5899767875671387,9197.108
592900,0.9025506973266602,13452.68
797449,1.2699978351593018,18171.168
1048576,1.6894538402557373,23666.768
1324801,2.1598000526428223,29980.112
1,1.3113021850585938e-05,0.6
16641,0.01629471778869629,376.872
64516,0.06412291526794434,1525.78
146689,0.16256308555603027,3310.948
264196,0.3415029048919678,5848.672
412164,0.5791800022125244,9195.684
592900,0.8785810470581055,13451.588
788544,1.2431881427764893,18169.776
1046529,1.67661714553833,23665.476
1288225,2.1536848545074463,29979.936
4356,0.004517078399658203,82.912
