4,1.2874603271484375e-05,0.6
15876,0.016007184982299805,377.84
63001,0.06340408325195312,1526.356
146689,0.1620500087738037,3314.196
256036,0.3394958972930908,5847.604
407044,0.5732450485229492,9195.752
586756,0.8860950469970703,13452.216
770884,1.3480839729309082,18170.128
1036324,1.6674628257751465,23666.212
1338649,2.1664350032806396,29980.78
4356,0.004800081253051758,86.104
4356,0.005364894866943359,86.104
4356,0.005345821380615234,86.104
4356,0.005072116851806641,86.104
4356,0.00543522834777832,86.104
